bucket ID 	 bug ID 	 crash version 	 crashes 	 bug fixing changes 	 bug inducing changes
195997	223153	b6c037585768	685704	50f770792a7d19c2f644a5db985ef75395d344df	d89ae50c325a|2fa506aff13c|e47f5f9d436d
191358	222917	b6c037585768	604739	2ad00f9f936b00a410086824ac1f0d9106bb951b	610c1756da93
191357	216817	b6c037585768	613481|605727|604735	e1097a26d2a563c2b392abf71e47063d6d4911b7	610c1756da93
192241	218017	b6c037585768	610267	7edd062d5007482eed52c0f296bd13969958f548	999fa8f7d6ff
191399	216548	b6c037585768	604931	d3e885e32770507a9841f4f460f0c752907f4952	9387b72807ce|76f9a849d2ad|5951a50a6f9a|ba9fd7dd4576
191156	222010	b6c037585768	611971|607318|607130|603286|603285	31e7f89f768b49c8712a09dd7e0fed490256ef68	325db673e9ca
188317	214000	b6c037585768	673473|628400|625886|622040|615419|615242|612103|610730|610041|607989|606533	7fab1c748631010a2ec22c643b2f691c5a9bf706|d867d9078f0a323d88da6adeae754e3dfdc5fcc9	cdaabc6064f9
194717	227886	b6c037585768	626483	8c1977e0853bc73bd109eafbd86a10f8a19a6e0e	93e0f9e110ea
189526	219461	b6c037585768	645401	0f629cfd28366f1e0590ef641415f3b0770c69c7	d858add3bba3
189882	219065	b6c037585768	613706	d4f78e00be1f19db2a546c1617f73652608259ae	bce946de3231
192894	230219	b6c037585768	633750|614615|614613|614600|614567|614322	30ad854172726b17b09c56b37f001c778584adf3	762965c3f22e|e1f8241c52a2|1bb455c8668c|78d6906592fa|eaced3baf617|c1ec7191dc99|e7f98ee45ecc
192732	240962	b6c037585768	613411	e8030057cae53efc56143d882866ab9950542e48	e42a1654c224
192776	226391	b6c037585768	639415|613590	897e8df67885ebaf86cd5fb0b818d236ccd0dd6a	002c73ed1b13
178227	215039	b6c037585768	607901	5f29104e6d9948111361ef616f3dca10a44f40e7	499f688cc11a|98b6f81db1d2|4b361b475588
190604	215355	b6c037585768	740284|740283|658185	7d2b3cff8a64affc143d87af5eb9f56c509094e8	efd7db4d1952|aa65a7eec3d1
181899	203551	b6c037585768	643791|638237	4cd0d9c0168e16d5e752f464e440680fc759c389	87c475ec04d2|3cddf17355c0
191571	231639	b6c037585768	606177	c2957c4411f986a9452de386a812528742a56e23	27bb40abd96f
194008	220727	b6c037585768	625760|621574|621570	de7cd9a1c31ae4732729d050fbe6a19de5b01495	0b631ffea320|dcf14c61e432
210816	245857	b6c037585768	609455|606605	1a518fdfc84e3796538b229ed143c8a5613767b4|58145239da764533c7a6d971824fb09d63564524	8559551465d2
194243	221053	b6c037585768	626169	d6c35965eca85e95e40207e1bce902388c194f53|4b52ad1ce620f0b425eea3750f8adb3af8e11ae3	9880ce9c4a5a|eb7c79ef3ef7|0d86867fc127
192186	217966	b6c037585768	610100	4b986e042e1be69f8c8bcd1449579078ec4edb94	69ff652bd805
198565	226061	b6c037585768	639739|639738	d63e2bf9859eab9a1b56cbf2a2e15cf085559204	8559551465d2|25b241de034e
177122	217257	b6c037585768	607418	b237688a4281e8e2e39d57f4f985f2d7d98acb45	11138d1eca43
