bucket ID 	 bug ID 	 crash version 	 crashes 	 bug fixing changes 	 bug inducing changes
163409	233024	62da6e5b7962	315495	39da31c0a8d53d0efad29d8e64126dd4b4d4feb4	bc3812a05c6b|08afc1dec0b9|8c31110375c5|538ff9ece0c4
154730	173735	62da6e5b7962	237003	2cbeaefbd413f870bcf9cb4db5cf178618592e3e	1460cc49cf1c
160138	175092	62da6e5b7962	335791	964ad2c2ce6b28ebfa724f000d24fe0435f1bdb8	33e01910f0e5
154932	169855	62da6e5b7962	651382|272243|239305|238188	2e67024214882273099176794eab84de102a1d8e	a2eb2522a779|544e2437c6de
149365	175805	62da6e5b7962	222545	2011122f1e63e382e4e7b909beab1bbb081f10cd	f636cd13d752|8bc8d1cd23df|bb5436a892c1|2ddbcd35497d|0f7a77e57938|3e758070129d
165622	181108	62da6e5b7962	316733|282610|267241|246082|228634|226098|221345|221143	508a0b6d5a62cb4687099f9255504f4e0f0a123a	6185993da0da
75311	144758	62da6e5b7962	327039|271686|271170|253883|248836|248178|237365|235505|234345|226498|224631	9fe0f954b2b081ee18bd492fdd979cf1f02cca45	9e29145f1f6b
55032	164998	62da6e5b7962	319322|319321|301135|277376|271614|271336|266246|265352|265348|261703|259305|234474|232604|232124|221700	29bdac881444424bc6640a9283fde68ba1730e1a	8559551465d2|404845154ed8
153409	179401	62da6e5b7962	562142|263858|223819	ab7a1f4a1f09bcdc00a91a457d18979e1d39007c	8559551465d2
152407	166803	62da6e5b7962	233847	f0e6f5e1715c3f393da805a01666f12f88244267	9880ce9c4a5a
152404	169984	62da6e5b7962	334362|291586|290405|289445|283954|277017|267712|266907|246297|239249|234099|233389|233387	ba01dd7ff05d02b088ed58cfc594a8dbe58cabd1	160e1727d7c0
174134	192241	62da6e5b7962	271552	247ab93d31a32132dac2f894c767b94d85065dec	eb7c79ef3ef7
159351	173465	62da6e5b7962	270705	088a2dcb2ad0fc2eb3cf2d643673987b179eb003	8559551465d2
151035	164992	62da6e5b7962	286129|286128|286127|286121|286119|275903|262453|236759|224871|223343|222202	9fefb3e181951febc98d08b8372ebcbb2abaa202|88a7cb57cc6f6c13f75003522bff5f4b2485d42c	3af45da83d55|a5a41262a7c7|25a38be4a307
